#Ensembl Gene ID	Name	Chromosome	Start	End	JH015_type	JH015_probability	JH015_expression	JH015_top5_loss	JH015_top5_gain	421_type	421_probability	421_expression	421_top5_loss	421_top5_gain	JH024_type	JH024_probability	JH024_expression	JH024_top5_loss	JH024_top5_gain	374_type	374_probability	374_expression	374_top5_loss	374_top5_gain	159_type	159_probability	159_expression	159_top5_loss	159_top5_gain	281_type	281_probability	281_expression	281_top5_loss	281_top5_gain	410_type	410_probability	410_expression	410_top5_loss	410_top5_gain	420_type	420_probability	420_expression	420_top5_loss	420_top5_gain	247_type	247_probability	247_expression	247_top5_loss	247_top5_gain	JH011_type	JH011_probability	JH011_expression	JH011_top5_loss	JH011_top5_gain	JH034_type	JH034_probability	JH034_expression	JH034_top5_loss	JH034_top5_gain	JH027_type	JH027_probability	JH027_expression	JH027_top5_loss	JH027_top5_gain	JH033_type	JH033_probability	JH033_expression	JH033_top5_loss	JH033_top5_gain	163_type	163_probability	163_expression	163_top5_loss	163_top5_gain	219_type	219_probability	219_expression	219_top5_loss	219_top5_gain	294_type	294_probability	294_expression	294_top5_loss	294_top5_gain	253_type	253_probability	253_expression	253_top5_loss	253_top5_gain	265_type	265_probability	265_expression	265_top5_loss	265_top5_gain	354_type	354_probability	354_expression	354_top5_loss	354_top5_gain	A6L_type	A6L_probability	A6L_expression	A6L_top5_loss	A6L_top5_gain	291_type	291_probability	291_expression	291_top5_loss	291_top5_gain	286_type	286_probability	286_expression	286_top5_loss	286_top5_gain	266_type	266_probability	266_expression	266_top5_loss	266_top5_gain	215_type	215_probability	215_expression	215_top5_loss	215_top5_gain	185_type	185_probability	185_expression	185_top5_loss	185_top5_gain	287_type	287_probability	287_expression	287_top5_loss	287_top5_gain	140_type	140_probability	140_expression	140_top5_loss	140_top5_gain	194_type	194_probability	194_expression	194_top5_loss	194_top5_gain	198_type	198_probability	198_expression	198_top5_loss	198_top5_gain	JH010_type	JH010_probability	JH010_expression	JH010_top5_loss	JH010_top5_gain
ENSG00000163050	CABC1	1	225151860	225241869	Gain	0.9821610	0.1652350	0	0	Normal	-0.001848	0.119370	0	0	Gain	0.865770	0.168347	0	0	Gain	0.948157	0.246452	0	0	Gain	0.999175	0.206553	0	0	Normal	-0.000766	0.084367	0	0	Gain	0.803207	0.112284	0	0	Gain	0.652089	0.205797	0	0	Gain	0.984607	0.227831	0	0	Gain	0.674269	0.065112	0	0	Gain	0.994986	0.194481	0	0	Loss	-0.847942	0.049727	0	0	Gain	0.999290	0.213151	0	0	Gain	0.949984	0.226152	0	0	Gain	0.999543	0.180504	0	0	Normal	0.453619	0.143425	0	0	Gain	0.983391	0.277214	0	0	Normal	-0.001137	0.099102	0	0	Gain	0.942414	0.092979	0	0	Gain	0.980284	0.103570	0	0	Gain	0.999405	0.038808	0	0	Gain	0.997967	0.310727	0	0	Gain	0.578349	0.094322	0	0	Gain	0.993157	0.249883	0	0	Normal	0.000861	0.061724	0	0	Gain	0.968958	0.038198	0	0	Gain	0.995165	0.230075	0	0	Gain	0.966521	0.021937	0	0	Gain	0.987656	0.178528	0	0	Gain	0.837146	0.214944	0	0
ENSG00000160799	CCDC12	3	46938225	46993242	Loss	-0.9912790	0.1548650	0	0	Loss	-1.000000	0.091523	0	0	Loss	-0.999995	0.106616	0	0	Loss	-0.999994	0.114704	0	0	Normal	-0.004172	0.219721	0	0	Normal	-0.004968	0.189082	0	0	Loss	-0.952720	0.096183	0	0	Normal	0.470683	0.160987	0	0	Gain	0.975611	0.199131	0	0	Normal	-0.072536	0.174336	0	0	Loss	-1.000000	0.064534	0	0	Loss	-0.974719	0.159796	0	0	Loss	-0.999986	0.064057	0	0	Loss	-0.906639	0.142883	0	0	Normal	-0.001286	0.138619	0	0	Normal	-0.000450	0.210208	0	0	Gain	0.527606	0.181756	0	0	Normal	-0.117345	0.113853	0	0	Gain	0.564188	0.221514	0	0	Loss	-0.999315	0.034142	0	0	Loss	-0.994080	0.156638	0	0	Normal	-0.105188	0.182672	0	0	Gain	0.785951	0.137600	0	0	Loss	-0.999864	0.199822	0	0	Loss	-0.999983	0.170831	0	0	Loss	-1.000000	0.013419	0	0	Normal	0.008293	0.168274	0	0	Normal	-0.000796	0.164406	0	0	Loss	-1.000000	0.090628	0	0	Normal	-0.020787	0.194677	0	0
ENSG00000176714	CCDC121	2	27702010	27705383	Gain	0.9233890	-0.0964930	0	0	Gain	0.995011	-0.012294	0	0	Gain	0.997268	-0.082035	0	0	Gain	0.990556	-0.146429	0	0	Normal	-0.001115	-0.103869	0	0	Loss	-0.992067	-0.117834	0	0	Gain	0.968819	-0.083470	0	0	Normal	0.003846	-0.159560	0	0	Gain	0.995745	-0.045950	0	0	Loss	-0.999984	-0.216136	0	0	Gain	0.898694	-0.059960	0	0	Loss	-0.857478	-0.201903	0	0	Gain	0.835197	0.116827	0	0	Gain	0.993340	-0.116681	0	0	Gain	0.979881	-0.199235	0	0	Gain	0.998796	-0.159457	0	0	Gain	0.974537	-0.038493	0	0	Gain	0.986783	0.039154	0	0	Gain	0.966008	-0.043046	0	0	Loss	-0.942556	-0.143493	0	0	Gain	0.979171	-0.145064	0	0	Normal	0.321809	-0.058061	0	0	Loss	-0.923446	-0.231093	0	0	Gain	0.998816	-0.052492	0	0	Gain	0.997188	-0.010485	0	0	Loss	-0.999825	-0.210114	0	0	Gain	0.998254	-0.028906	0	0	Gain	0.969874	-0.169973	0	0	Gain	0.986552	-0.100174	0	0	Gain	0.994619	-0.112388	0	0
ENSG00000152240	CCDC5	18	41938323	41962296	Loss	-0.9997280	-0.1301470	0	0	Loss	-0.999923	-0.279165	0	0	Loss	-0.994421	-0.218303	0	0	Loss	-0.996082	-0.081207	0	0	Loss	-0.764696	-0.081279	0	0	Normal	-0.009459	-0.092895	0	0	Gain	0.684193	0.028325	0	0	Normal	-0.070216	-0.150308	0	0	Normal	-0.032375	-0.287817	0	0	Loss	-0.999705	-0.345474	0	0	Gain	0.542992	-0.142754	0	0	Loss	-0.999967	-0.385152	0	0	Loss	-0.999689	-0.363405	0	0	Normal	-0.181366	-0.081258	0	0	Gain	0.881608	-0.071306	0	0	Loss	-0.999456	-0.484417	0	0	Loss	-0.959656	-0.171126	0	0	Normal	-0.006609	0.044932	0	0	Gain	0.658962	-0.231760	0	0	Loss	-0.763502	-0.139570	0	0	Loss	-0.999999	-0.229138	0	0	Normal	-0.000573	0.119877	0	0	Loss	-1.000000	-0.510171	0	0	Loss	-0.966667	-0.257824	0	0	Loss	-0.981505	-0.365402	0	0	Loss	-0.924734	-0.185095	0	0	Normal	-0.078169	-0.094714	0	0	Loss	-0.998915	-0.411488	0	0	Loss	-0.993913	-0.059339	0	0	Loss	-0.974445	-0.226211	0	0
ENSG00000186166	CCDC84	11	118374062	118391665	Gain	0.8420850	-0.0030380	0	0	Normal	-0.000419	-0.043117	0	0	Normal	-0.276498	-0.084099	0	0	Normal	-0.001107	-0.062603	0	0	Normal	-0.000779	-0.083260	0	0	Gain	0.989600	0.072194	0	0	Loss	-0.674759	-0.071105	1	0	Gain	0.884755	-0.050874	0	0	Gain	0.963577	0.068326	0	1	Gain	0.736650	-0.007590	0	0	Gain	0.800451	0.021004	0	0	Normal	-0.000465	-0.066992	0	0	Gain	0.747807	0.168607	0	1	Gain	0.961906	0.010080	0	0	Gain	0.972672	-0.015822	0	0	Gain	0.906361	-0.054314	0	0	Gain	0.942049	0.028789	0	0	Gain	0.990292	0.146920	0	0	Gain	0.990802	0.099639	0	1	Normal	-0.000561	-0.019072	0	0	Gain	0.969357	-0.081081	0	0	Gain	0.834877	0.042546	0	1	Gain	0.947209	0.058167	0	0	Gain	0.954739	-0.026504	0	0	Gain	0.875754	0.257118	0	1	Gain	0.988510	-0.025575	0	0	Gain	0.992075	-0.010671	0	0	Gain	0.964037	-0.052050	0	0	Gain	0.975511	-0.047598	0	0	Gain	0.970492	-0.031855	0	0
ENSG00000136280	CCM2	7	45006312	45082593	Gain	0.7569740	-0.0437590	0	0	Normal	-0.000408	-0.100457	0	0	Normal	0.005888	-0.169119	0	0	Normal	-0.000656	-0.138527	0	0	Gain	0.969460	-0.092955	0	0	Gain	0.968265	-0.012616	0	0	Gain	0.976907	-0.072450	0	0	Gain	0.985355	-0.039719	0	0	Gain	0.586699	-0.105148	0	0	Normal	0.402602	-0.176670	0	0	Normal	-0.001225	-0.195708	0	0	Gain	0.934465	-0.090435	0	0	Normal	0.018363	-0.168450	0	0	Gain	0.678356	-0.034086	0	0	Loss	-0.999988	-0.156928	0	0	Gain	0.966625	-0.052991	0	0	Gain	0.962394	-0.065814	0	0	Gain	0.976288	0.027333	0	0	Normal	0.008415	-0.065201	0	0	Gain	0.761320	-0.123146	0	0	Normal	0.409828	-0.126533	0	0	Normal	-0.431258	-0.134949	0	0	Gain	0.938694	-0.068307	0	0	Gain	0.970100	-0.027609	0	0	Gain	0.982921	-0.111390	0	0	Gain	0.995024	-0.121572	0	0	Normal	-0.000819	-0.069773	0	0	Normal	0.010638	-0.153401	0	0	Gain	0.779774	-0.093050	0	0	Gain	0.916929	0.007020	0	0
ENSG00000134057	CCNB1	5	68498669	68509822	Normal	-0.0155400	-0.0176190	0	0	Normal	-0.006699	-0.058780	0	0	Loss	-0.999516	-0.186126	0	0	Normal	-0.000598	-0.085858	0	0	Loss	-0.975332	-0.191273	0	0	Loss	-0.999390	-0.086677	0	0	Loss	-0.987067	-0.098210	0	0	Normal	-0.000494	-0.195010	0	0	Loss	-0.999992	-0.058566	0	0	Gain	0.588135	-0.175051	0	0	Loss	-1.000000	-0.394546	0	0	Loss	-0.976814	-0.178554	0	0	Normal	-0.000409	-0.261867	0	0	Loss	-0.993733	-0.051672	0	0	Loss	-1.000000	-0.254187	0	0	Loss	-0.999176	-0.169856	0	0	Normal	-0.019209	-0.086101	0	0	Gain	0.766792	0.031612	0	0	Loss	-1.000000	-0.305841	0	0	Normal	-0.002740	-0.144696	0	0	Loss	-1.000000	-0.322332	0	0	Normal	-0.462065	-0.002755	0	0	Normal	0.005365	-0.201168	0	0	Loss	-0.999955	-0.146811	0	0	Loss	-0.968026	-0.269652	0	0	Normal	-0.002217	-0.141367	0	0	Normal	-0.086292	-0.051092	0	0	Loss	-1.000000	-0.440555	0	0	Loss	-1.000000	-0.078387	0	0	Normal	-0.003171	-0.009558	0	0
ENSG00000175305	CCNE2	8	95951746	95976660	Gain	0.9743640	-0.0873700	0	0	Gain	0.973422	-0.174738	0	0	Gain	0.964002	-0.212419	0	0	Gain	0.962614	-0.126330	0	0	Loss	-0.906837	-0.265832	0	0	Gain	0.988898	-0.143180	0	0	Gain	0.992728	-0.155820	0	0	Normal	-0.000243	-0.408945	0	0	Gain	0.971253	-0.286370	0	0	Gain	0.836180	-0.219374	0	0	Gain	0.741351	-0.233381	0	0	Gain	0.963245	-0.203216	0	0	Normal	0.006488	-0.291241	0	0	Gain	0.990572	-0.058882	0	0	Gain	0.794076	-0.284748	0	0	Normal	-3e-04	-0.415087	0	0	Gain	0.976146	-0.316912	0	0	Gain	0.883085	-0.100528	0	0	Gain	0.996981	-0.199388	0	0	Gain	0.844622	-0.191751	0	0	Normal	0.191793	-0.372006	0	0	Gain	0.971292	0.100647	0	0	Gain	0.988543	-0.262216	0	0	Gain	0.982655	-0.358801	0	0	Gain	0.962106	-0.256474	0	0	Loss	-0.999739	-0.356815	0	0	Loss	-0.999988	-0.289785	0	0	Normal	0.471665	-0.301915	0	0	Gain	0.991649	-0.128536	0	0	Gain	0.965978	-0.392608	0	0
ENSG00000120217	CD274	9	5440559	5471569	Gain	0.7676350	0.0193330	0	0	Normal	-0.398248	0.059880	0	0	Loss	-0.999965	0.050788	0	0	Loss	-0.997125	0.045059	0	0	Loss	-0.882624	0.010307	0	0	Loss	-0.992701	0.023905	0	0	Loss	-0.907212	0.085363	0	0	Normal	-0.000505	0.084057	0	0	Loss	-0.994627	-0.009179	0	0	Loss	-0.999843	-0.016932	0	0	Normal	-0.000374	0.020500	0	0	Loss	-0.891668	0.038965	0	0	Loss	-0.999969	0.068456	0	0	Loss	-0.999912	-0.018110	0	0	Loss	-0.592043	-0.015402	0	0	Normal	-0.498809	0.115609	0	0	Loss	-0.997233	0.008618	0	0	Loss	-0.999999	-0.005476	0	0	Loss	-0.999937	0.064297	0	0	Loss	-0.990326	-0.033387	0	0	Loss	-0.999989	-0.043750	0	0	Normal	-0.003481	0.107609	0	0	Gain	0.602094	0.033512	0	0	Gain	0.906297	0.090496	0	0	Loss	-0.995836	0.086959	0	0	Loss	-0.998445	-0.051789	0	0	Loss	-0.999961	-0.007342	0	0	Loss	-0.999979	-0.001725	0	0	Loss	-0.999996	0.037863	0	0	Loss	-0.997479	0.114398	0	0
ENSG00000198087	CD2AP	6	47553484	47702944	Gain	0.7825350	0.1033420	0	0	Normal	-0.041301	0.144702	0	0	Normal	-0.000857	0.122262	0	0	Loss	-0.998935	0.045512	0	0	Loss	-1.000000	0.016129	0	0	Normal	-0.000455	0.125717	0	0	Gain	0.999766	0.141591	0	0	Normal	-0.016535	0.077570	0	0	Normal	-0.031991	0.066309	0	0	Loss	-0.999972	0.009272	0	0	Normal	0.384025	0.053275	0	0	Loss	-0.944756	0.088806	0	0	Normal	-0.051935	0.061677	0	0	Loss	-0.990850	0.070499	0	0	Normal	-0.003582	0.060908	0	0	Normal	-0.034835	0.078970	0	0	Normal	-0.000393	0.054978	0	0	Loss	-0.999803	-0.025871	0	0	Loss	-0.975715	0.123947	0	0	Loss	-0.945428	0.102379	0	0	Loss	-0.987340	0.009019	0	0	Normal	-0.013893	0.105192	0	0	Loss	-0.999956	0.114425	0	0	Loss	-0.999961	0.069784	0	0	Loss	-0.999989	0.072510	0	0	Loss	-0.999797	0.054960	0	0	Loss	-0.997420	0.115139	0	0	Loss	-0.999999	-0.006598	0	0	Loss	-1.000000	0.000833	0	0	Normal	-0.000586	0.110598	0	0
ENSG00000101017	CD40	20	44180313	44195894	Gain	0.9606610	-0.0958190	0	0	Gain	0.994903	-0.193299	0	0	Gain	0.946210	-0.083622	0	0	Gain	0.989346	-0.061565	0	0	Normal	0.000158	-0.183595	0	0	Gain	0.997042	-0.036702	0	0	Gain	0.973889	0.019681	0	0	Gain	0.957445	-0.107752	0	0	Gain	0.994653	-0.058590	0	0	Gain	0.941772	-0.066940	0	0	Gain	0.947977	-0.116666	0	0	Normal	0.000168	-0.211112	0	0	Gain	0.929300	-0.099276	0	0	Gain	0.995485	-0.109178	0	0	Gain	0.992363	-0.118878	0	0	Gain	0.998062	-0.119409	0	0	Gain	0.997923	-0.154626	0	0	Gain	0.991462	-0.004600	0	0	Gain	0.992556	-0.170911	0	0	Normal	0.000734	-0.208436	0	0	Gain	0.990878	-0.214385	0	0	Gain	0.924264	-0.207671	0	0	Gain	0.991712	-0.255622	0	0	Gain	0.997999	-0.141447	0	0	Gain	0.997249	-0.157318	0	0	Gain	0.997176	-0.104073	0	0	Gain	0.981383	-0.169904	0	0	Gain	0.991652	-0.110083	0	0	Gain	0.994024	-0.094176	0	0	Gain	0.997225	0.102565	0	0
ENSG00000155111	CDC2L6	6	111037874	111243533	Loss	-0.9999920	-0.2257310	0	0	Normal	-0.014006	-0.028095	0	0	Loss	-0.999910	-0.310586	0	0	Loss	-0.999382	-0.219465	0	0	Loss	-1.000000	-0.174349	0	0	Normal	-0.000501	0.023688	0	0	Gain	0.752501	-0.062281	0	0	Normal	-0.000239	-0.118654	0	0	Gain	0.962931	0.044768	0	0	Loss	-0.999982	-0.103427	0	0	Loss	-0.999997	-0.150906	0	0	Loss	-0.910148	-0.023589	0	0	Loss	-0.999997	-0.237054	0	0	Loss	-0.954200	-0.103740	0	0	Normal	-0.108405	0.124927	0	0	Normal	-0.002244	-0.266999	0	0	Loss	-0.998584	-0.136631	0	0	Gain	0.960534	0.009894	0	0	Normal	-0.000728	0.021584	0	0	Normal	0.114939	0.021946	0	0	Normal	-0.000835	0.001731	0	0	Normal	-0.003519	-0.056784	0	0	Loss	-0.991505	-0.053615	0	0	Loss	-0.996674	-0.119930	0	0	Loss	-0.999704	-0.036972	0	0	Loss	-0.999569	-0.034210	0	0	Loss	-0.999995	-0.238957	0	0	Loss	-0.999998	0.001723	0	0	Loss	-0.999999	-0.227724	0	0	Normal	-0.000561	-0.120798	0	0
ENSG00000168438	CDC40	6	110608037	110682171	Loss	-0.9999920	-0.2122340	0	0	Normal	-0.014006	-0.168083	0	0	Loss	-0.999910	-0.178565	0	0	Loss	-0.999382	-0.182498	0	0	Loss	-1.000000	-0.305227	0	0	Normal	-0.000501	-0.114949	0	0	Gain	0.752501	-0.110427	0	0	Normal	-0.000239	-0.182372	0	0	Gain	0.869627	-0.151131	0	0	Loss	-0.999982	-0.335357	0	0	Loss	-0.999997	-0.349728	0	0	Loss	-0.910148	-0.225497	0	0	Loss	-1.000000	-0.257788	0	0	Loss	-0.999715	-0.154679	0	0	Loss	-0.999878	-0.204635	0	0	Loss	-0.999972	-0.241555	0	0	Loss	-0.999998	-0.156064	0	0	Normal	0.412047	0.007876	0	0	Loss	-0.999848	-0.216839	0	0	Loss	-0.999506	-0.190515	0	0	Loss	-0.999805	-0.350770	0	0	Loss	-0.998015	-0.066175	0	0	Loss	-0.999998	-0.237434	0	0	Loss	-1.000000	-0.198437	0	0	Loss	-0.999704	-0.208133	0	0	Loss	-1.000000	-0.292278	0	0	Loss	-1.000000	-0.174435	0	0	Loss	-1.000000	-0.381713	0	0	Loss	-1.000000	-0.186163	0	0	Loss	-0.997552	-0.117398	0	0
ENSG00000097046	CDC7	1	91739012	91763899	Loss	-0.9694300	-0.1639900	0	0	Normal	-0.051092	-0.277378	0	0	Loss	-0.965369	-0.480859	0	0	Loss	-0.999541	-0.473155	0	0	Loss	-0.850577	-0.357992	0	0	Loss	-0.996460	-0.347009	0	0	Loss	-0.975288	-0.519216	0	0	Normal	-0.002911	-0.476055	0	0	Gain	0.981355	-0.369778	0	0	Gain	0.836398	-0.285665	0	0	Loss	-1.000000	-0.477483	0	0	Loss	-0.897042	-0.351451	0	0	Normal	-0.000250	-0.263641	0	0	Loss	-0.976046	-0.265116	0	0	Loss	-1.000000	-0.378834	0	0	Loss	-0.765999	-0.603525	0	0	Loss	-0.991751	-0.407935	0	0	Normal	0.009480	-0.214011	0	0	Normal	0.230016	-0.307541	0	0	Gain	0.843340	-0.214041	0	0	Normal	0.052992	-0.338931	0	0	Loss	-0.981577	-0.320469	0	0	Normal	-0.458512	-0.302652	0	0	Loss	-0.999889	-0.427587	0	0	Normal	0.005354	-0.218232	0	0	Normal	0.020924	-0.207923	0	0	Loss	-0.999220	-0.361424	0	0	Normal	-0.352615	-0.329745	0	0	Gain	0.908173	-0.307730	0	0	Normal	0.006281	-0.406225	0	0
ENSG00000153046	CDYL	6	4651392	4900774	Loss	-0.9999800	-0.1962510	0	0	Normal	-0.000351	-0.061288	0	0	Loss	-0.999999	-0.104847	0	0	Gain	0.906270	-0.050485	0	0	Loss	-1.000000	-0.238349	0	0	Loss	-0.999999	-0.167452	0	0	Loss	-0.999971	-0.282447	0	0	Gain	0.639546	-0.115810	0	0	Loss	-0.995830	-0.121205	0	0	Loss	-0.999979	-0.257627	0	0	Gain	0.545716	-0.156498	0	0	Loss	-1.000000	-0.191308	0	0	Loss	-0.999992	-0.289924	0	0	Loss	-0.999906	-0.068625	0	0	Gain	0.878485	-0.080668	0	0	Gain	0.666960	-0.135681	0	0	Gain	0.969851	-0.035657	0	0	Normal	-0.147690	-0.054483	0	0	Loss	-0.999845	-0.155904	0	0	Gain	0.902486	-0.075535	0	0	Gain	0.881091	-0.209407	0	0	Normal	0.204941	-0.073102	0	0	Loss	-0.999900	-0.153236	0	0	Loss	-0.960728	-0.120816	0	0	Loss	-0.987735	-0.090498	0	0	Loss	-0.986070	-0.195738	0	0	Loss	-0.993927	-0.106819	0	0	Loss	-0.999919	-0.188331	0	0	Loss	-0.999380	-0.042393	0	0	Loss	-1.000000	-0.325715	0	0
ENSG00000138778	CENPE	4	104246412	104339015	Loss	-0.9990960	0.0023960	0	0	Normal	-0.176361	-0.026955	0	0	Loss	-0.636589	-0.043147	0	0	Loss	-0.999997	-0.091922	0	0	Loss	-0.996459	-0.120260	0	0	Loss	-0.987438	0.007205	0	0	Loss	-0.997840	-0.061422	0	0	Loss	-0.997088	-0.198129	0	0	Gain	0.863027	-0.006507	0	0	Gain	0.562495	-0.011941	0	0	Loss	-0.999998	-0.029122	0	0	Loss	-0.997265	-0.033712	0	0	Normal	-0.025419	-0.031443	0	0	Loss	-0.999979	-0.062116	0	0	Loss	-1.000000	-0.197607	0	0	Loss	-0.999968	-0.299736	0	0	Loss	-1.000000	-0.116588	0	0	Loss	-1.000000	0.038746	0	0	Loss	-0.999551	0.003888	0	0	Loss	-0.999266	0.015337	0	0	Loss	-0.999963	-0.139348	0	0	Loss	-0.999985	0.048197	0	0	Loss	-1.000000	-0.073595	0	0	Loss	-1.000000	-0.136304	0	0	Loss	-1.000000	-0.039320	0	0	Loss	-0.999995	-0.029730	0	0	Loss	-1.000000	-0.052770	0	0	Loss	-0.999789	-0.066569	0	0	Loss	-0.999342	-0.023773	0	0	Loss	-1.000000	0.010323	0	0
ENSG00000123219	CENPK	5	64849349	64894754	Normal	-0.0155400	-0.0191800	0	0	Normal	-0.006699	-0.161137	0	0	Loss	-0.999516	-0.194998	0	0	Normal	-0.000598	-0.183890	0	0	Loss	-0.975332	-0.120084	0	0	Loss	-0.999390	-0.041438	0	0	Loss	-0.987067	-0.222368	0	0	Loss	-0.992690	-0.316375	0	0	Loss	-0.999992	-0.362273	0	0	Gain	0.588135	-0.105386	0	0	Loss	-1.000000	-0.482914	0	0	Loss	-0.976814	-0.216698	0	0	Normal	-0.000409	-0.072180	0	0	Loss	-0.999863	-0.142967	0	0	Loss	-1.000000	-0.496416	0	0	Loss	-0.999748	-0.637279	0	0	Loss	-0.998107	-0.246275	0	0	Loss	-0.998174	-0.056693	0	0	Loss	-1.000000	-0.242017	0	0	Loss	-0.999134	-0.131386	0	0	Loss	-1.000000	-0.293438	0	0	Loss	-0.999896	-0.191481	0	0	Normal	-0.000569	-0.221633	0	0	Loss	-1.000000	-0.258285	0	0	Loss	-0.968026	-0.107062	0	0	Normal	-0.195792	-0.045558	0	0	Loss	-1.000000	-0.171377	0	0	Loss	-1.000000	-0.450709	0	0	Loss	-1.000000	-0.202175	0	0	Loss	-0.999842	-0.186082	0	0
ENSG00000138092	CENPO	2	24869518	24898749	Gain	0.9233890	-0.0371720	0	0	Gain	0.995011	-0.015741	0	0	Gain	0.997268	-0.026618	0	0	Gain	0.990556	-0.007396	0	0	Normal	-0.001115	-0.063885	0	0	Loss	-0.992067	-0.001355	0	0	Gain	0.968819	-0.011563	0	0	Normal	-0.000654	-0.042634	0	0	Gain	0.995745	0.035492	0	0	Loss	-0.999984	-0.108337	0	0	Gain	0.898694	-0.057431	0	0	Loss	-0.857478	-0.043567	0	0	Gain	0.835197	-0.014514	0	0	Gain	0.993340	-0.019591	0	0	Normal	0.013954	-0.072723	0	0	Gain	0.998796	-0.001054	0	0	Gain	0.974537	0.038468	0	0	Gain	0.986783	0.054020	0	0	Gain	0.966008	-0.029851	0	0	Loss	-0.942556	-0.109615	0	0	Normal	0.018314	-0.083177	0	0	Loss	-0.633151	-0.035234	0	0	Normal	-0.011575	-0.106318	0	0	Gain	0.998816	0.055711	0	0	Gain	0.997188	-0.031481	0	0	Normal	0.012053	-0.045545	0	0	Gain	0.738502	0.024202	0	0	Gain	0.969874	-0.070090	0	0	Normal	0.068397	-0.019781	0	0	Gain	0.994619	-0.011114	0	0
ENSG00000134255	CEPT1	1	111483772	111529247	Loss	-0.9571230	-0.1700130	0	0	Normal	-0.000247	-0.078435	0	0	Normal	-0.001517	-0.157197	0	0	Loss	-0.999541	-0.210636	0	0	Normal	-0.000590	-0.190223	0	0	Loss	-0.993430	-0.327199	0	0	Loss	-0.916763	-0.313143	0	0	Normal	-0.000410	-0.257059	0	0	Gain	0.984820	-0.194432	0	0	Gain	0.769543	-0.119505	0	0	Loss	-0.870442	-0.182660	0	0	Normal	-0.122584	-0.225175	0	0	Normal	0.201741	-0.229844	0	0	Loss	-0.990479	-0.244316	0	0	Loss	-1.000000	-0.297702	0	0	Loss	-0.975847	-0.348818	0	0	Loss	-0.999995	-0.218127	0	0	Loss	-0.999919	-0.293169	0	0	Loss	-0.999990	-0.265282	0	0	Gain	0.875506	-0.106465	0	0	Loss	-0.762472	-0.219125	0	0	Loss	-1.000000	-0.128072	0	0	Loss	-0.999993	-0.213600	0	0	Loss	-0.982493	-0.290820	0	0	Loss	-0.988008	-0.243672	0	0	Normal	-0.318641	-0.081398	0	0	Loss	-0.999815	-0.211565	0	0	Normal	-0.441338	-0.126349	0	0	Normal	-0.005171	-0.153326	0	0	Loss	-0.906382	-0.284032	0	0
ENSG00000147457	CHMP7	8	23157095	23175450	Gain	0.8361720	0.1937540	0	0	Gain	0.973422	0.262283	0	0	Normal	-0.226158	0.153989	0	0	Gain	0.962614	0.160848	0	0	Normal	0.000272	0.128081	0	0	Loss	-0.999198	0.048017	0	0	Gain	0.903071	0.180910	0	0	Gain	0.882857	0.161691	0	0	Loss	-0.994436	0.088083	0	0	Gain	0.819747	0.130454	0	0	Gain	0.872069	0.130189	0	0	Gain	0.972723	0.150424	0	0	Gain	0.782743	0.163330	0	0	Loss	-0.999839	0.104359	0	0	Gain	0.980978	0.156588	0	0	Gain	0.915977	0.239497	0	0	Loss	-0.782424	0.200636	0	0	Loss	-0.999999	0.067282	0	0	Loss	-0.999992	0.085403	0	0	Loss	-1.000000	-0.115823	0	0	Loss	-0.999653	0.035050	0	0	Gain	0.989864	0.219972	0	0	Loss	-0.999918	0.105437	0	0	Gain	0.986645	0.202080	0	0	Gain	0.979594	0.207455	0	0	Loss	-0.798376	-0.001034	0	0	Gain	0.989937	0.210184	0	0	Gain	0.971243	0.100440	0	0	Loss	-0.998367	0.172211	0	0	Loss	-0.883302	0.152595	0	0
ENSG00000122966	CIT	12	118607981	118799475	Loss	-0.9317190	0.0060500	0	0	Normal	-0.000196	-0.024321	0	0	Normal	-0.041869	-0.036688	0	0	Normal	0.000744	-0.054271	0	0	Normal	-0.000202	-0.016984	0	0	Gain	0.909834	0.038037	0	1	Gain	0.906579	-0.024347	0	0	Gain	0.802132	-0.073645	0	0	Gain	0.970716	-0.002499	0	0	Gain	0.803849	0.081594	0	1	Gain	0.810675	0.016898	0	1	Gain	0.969370	0.049447	0	1	Gain	0.747455	-0.044273	0	0	Gain	0.941046	0.006770	0	0	Gain	0.955326	-0.036840	0	0	Gain	0.985322	-0.003174	0	0	Gain	0.981422	0.034274	0	0	Gain	0.965856	0.012489	0	0	Gain	0.867990	0.010044	0	0	Gain	0.956772	0.062503	0	1	Gain	0.960338	-0.012332	0	0	Normal	0.487129	-0.031512	0	0	Gain	0.979146	0.018158	0	1	Gain	0.950768	0.062177	0	1	Gain	0.982230	-0.025311	0	0	Gain	0.925140	0.037392	0	1	Gain	0.891443	-0.030116	0	0	Gain	0.951333	0.042402	0	1	Loss	-0.999524	-0.034666	1	0	Gain	0.869353	0.012667	0	0
